License,Owner,Street,City,State,Zip,Lat,Lon
200139103,"IK-110 SA, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SJ Retail C Store Inc,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
107272172,THE AUSTIN HIVE LLC,10542 MANCHACA DR,AUSTIN,TX,78748,30.26613,-97.751785
200161724,Kimberly Austin LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200105574,The Kitchen Austin LLC,400 W 6th St,austin,TX,78701,30.266484,-97.740231
200139103,GDDT ENTERPRISES LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,"The Local ATX, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
107272172,2806 Manor Holdings LLC,10542 MANCHACA DR,AUSTIN,TX,78748,30.165611,-97.828382
200099488,"Sardis Lone Star II, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,Berkman C Store Inc,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200129075,THE METEOR SOUTH CONGRESS LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200097361,Austin 19 Hotel Beverage LLC,9901 Brodie Ln,Austin,TX,78748,30.26613,-97.751785
200129075,THE PHO NOODLE HOUSE LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200159982,"DKBJ Ventures, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200166665,THAT ESCALATED QUICKLY ENT LIMITED LIABILITY COMPANY,2805 San Jacinto Blvd,Austin,TX,78705,30.141734,-97.832653
200129075,The Rainey House 76 LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,Reserve Austin SH LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,The RSRV Group LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"The Tailor Shop, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200138720,AMAP #4 INC.,76 Rainey St,Austin,TX,78701,30.337186,-97.75495
200099488,Social Billionaires LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200166665,THE AMUSEMENT BARK L.L.C.,2805 San Jacinto Blvd,Austin,TX,78705,30.141734,-97.832653
200129075,The Wheel Too LP,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Theameh Corporation,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,FIFTH AND BRAZOS BEVERAGE MANAGER LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200161724,LIAN XING INC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200129075,"Tiger Lilly Austin Op Co, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,"Shri Ganesha Foods, INC.",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200152624,Texas Petroleum Group LLC,3223 E 7th St,Austin,TX,78702,30.266484,-97.740231
200139103,"Eleventh Street Partners, LLC ",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,Tiny Grocer Hyde Park LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,TINY GROCER LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Tiny Minotaur Larp Society Club,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,DTGTX LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200161724,JPM28 LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200129075,Toasty Badger LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200161724,Madhushala Manor LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200144158,"Bacalar, LLC",8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,SAITO SHOKUNIN LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Success Foods Management Group LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,Toshokan LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200159982,Chatham Austin TPS Leaseco LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200129075,TOXIKA SPORT BAR,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,TrapHouseATX LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Travis Association for the Blind,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,EAST COCKTAIL CLUB LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200144158,AUSTIN TRULUCKS LTD.,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200129075,Tu Casa Azteca LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200177021,Animal Haus LLC,310 Colorado St,Austin,TX,78701,30.141734,-97.832653
200129075,TWIN LION BRAKER INC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,TWIN LIQUORS LP,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,TWO HANDS SOUTH CONGRESS LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,TWO STEP TAQUERIA AUSTIN-UT LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"Xochimilco, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Uchi Growth LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,UCHIKO LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200161724,KHP Research LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200139103,"Fusion Food Industry, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,UNCLE NICKY'S 2 LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,University of Texas at Austin,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200176564,MRAB BIZ LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200161724,JV BROTHERS INVESTMENT LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,Roberts Liquors LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,Uptown Sports Club LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Urban Smoke and Liquor LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,US Natural Wine LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,USNW LLC ,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Usual Beverage Company LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,VACANCY BREWING LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,"Ed's Hospitality Group, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,Vaqueros west LLC ,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200062093,TACO LIBRE BEVERAGE HOLDING LLC,12221 Riata Trace Parkway STE100,Austin,TX,78727,30.141734,-97.832653
200129075,Veracruz Juice Bar LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,VRD LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"Vestals Catering Beverage Holdings, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,Guerrero Concept LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,Victory Lap Austin Op Co LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"Victory Lap Rainey Street, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Vida Verde Kitchen LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,W2-BW TRIANGLE BEVERAGE COMPANY LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Vintage Bookstore and Wine Bar LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Violet Crown Partners LLC ,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"VIOLET CROWN WINE, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,FARDEEN & FARAZ INC.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,Silicon Hills Enterprise LLC (S.H.E.C.),12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,"WAHOOS LAKEWAY, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"WAKESURF SALOON, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Walnut Creek Pub LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"Waterloo Records & Video, Inc.",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,ELITE GROCERS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,ELEMENT RETAIL INC.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SPIRIT RETAIL INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,EPIC RETAIL INC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SOLUTION RETAIL INC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,Wesaus Beverage LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,WESTMINSTER MANOR,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,WHEATSVILLE CO-OP,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,"WTF East ATX, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200166620,1321SC LLC,310 E 5th St.,Austin,TX,78701,30.266484,-97.740231
200129075,"The Wiggle Room, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,WILD GREG'S SALOON AUSTIN LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,Wild Leaf Holdings US LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200176564,METRO RETAIL LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200159982,"CNJ Austin Wings XXII, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,"CNJ Austin Wings XXI, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200129075,WLS BEVERAGE COMPANY,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,WONDERSPACES AUSTIN LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,DW Sixth Street LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,Word of Mouth MML LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200161724,KM Brothers LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200129075,World Market of Texas LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200129075,WRIGHT BROS BREW AND BREW LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,Paribesh LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,FM 1626 BUSINESS LLC ,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200176564,Medusa Hospitality Group LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,Himalayan Yeti LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,YOSHIKO SUSHI 888 LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,Sera lim inc,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200094907,Yup Lounge LLC,607 San Jacinto Blvd,Austin,TX,78701,30.267757,-97.740072
200046662,10616 The Zone LLC,2900 N Quinlan Park Rd,Austin,TX,78732,30.141734,-97.832653
200099488,STASSNEY MARKET LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200055958,Zeds Holdings LLC,5770 N Mopac Expy,Austin,TX,78731,30.279571,-97.736248
200129075,Ambe Breweries LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200055958,ZILKER BREWING COMPANY LLC,5770 N Mopac Expy,Austin,TX,78731,30.279571,-97.736248
200063479,ASHLIN LLC,10616 MENCHACA Rd,AUSTIN,TX,78748,30.165303,-97.829982
200159982,D&V Innovations LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
